mean_diff,MSE,CI_coverage,Distrib_compare
-10.956102783606802,0.1714797687225632,100,Mean_10_Cov_correlated
-9.565532304414978,0.09448811751736351,100,Mean_10_Cov_correlated
-10.298002093312098,0.12537147873576987,100,Mean_10_Cov_correlated
-10.137414793971713,0.3511510667849544,0,Mean_10_Cov_correlated
-10.248598864340156,0.19712681490856065,100,Mean_10_Cov_correlated
-9.230622971473942,0.1926535942195205,100,Mean_10_Cov_correlated
-9.851937834435088,0.040548014735110834,100,Mean_10_Cov_correlated
-9.653862798144281,0.043004703704439935,100,Mean_10_Cov_correlated
-10.525456669305415,0.01063680785935088,100,Mean_10_Cov_correlated
-10.28508462718716,0.07096352181321468,100,Mean_10_Cov_correlated
-9.478275690674803,0.15116892953466565,100,Mean_10_Cov_correlated
-10.7253385855574,0.1290289109895985,100,Mean_10_Cov_correlated
-9.692433438409418,0.017996896009818675,100,Mean_10_Cov_correlated
-10.96985399218794,0.4251448450062205,100,Mean_10_Cov_correlated
-10.732739190962263,0.10297819961060974,100,Mean_10_Cov_correlated
-10.134805753859078,0.22440181361057965,100,Mean_10_Cov_correlated
-10.747916709077902,0.07521102363480968,100,Mean_10_Cov_correlated
-11.125906292658017,1.9906241709591832,0,Mean_10_Cov_correlated
-9.585020992646983,0.3150721742846239,100,Mean_10_Cov_correlated
-9.890219781281578,0.0043134942091317885,100,Mean_10_Cov_correlated
-9.687886773392355,0.2510894792157258,100,Mean_10_Cov_correlated
-10.289789313027246,0.10551747519369174,100,Mean_10_Cov_correlated
-10.179698159119503,0.06542020641852513,100,Mean_10_Cov_correlated
-9.848682746207015,0.04925811211088929,100,Mean_10_Cov_correlated
-9.16544419630904,0.26107197712194186,100,Mean_10_Cov_correlated
-10.070862783834093,0.06425794234744052,100,Mean_10_Cov_correlated
-10.079758872108489,0.2325750050365676,100,Mean_10_Cov_correlated
-10.035756495501174,0.07258754027196865,100,Mean_10_Cov_correlated
-10.015605351024302,0.34721103587866237,100,Mean_10_Cov_correlated
-8.756533799046327,1.0070508503317095,0,Mean_10_Cov_correlated
-10.335779698601392,0.02990781143806227,100,Mean_10_Cov_correlated
-10.980783909010254,0.548181128905302,100,Mean_10_Cov_correlated
-10.299079390433945,0.07271039754708199,100,Mean_10_Cov_correlated
-10.06905523986397,0.10292283812783246,100,Mean_10_Cov_correlated
-9.954212272404533,0.13630684416432207,100,Mean_10_Cov_correlated
-10.636149180242704,0.1679682363681674,100,Mean_10_Cov_correlated
-10.373187876839678,0.2107057533992423,100,Mean_10_Cov_correlated
-8.936885439947718,0.22712264522680659,100,Mean_10_Cov_correlated
-10.170908773919855,0.16160549233439742,100,Mean_10_Cov_correlated
-10.138945415621938,0.31316778805443074,0,Mean_10_Cov_correlated
-10.106879804607287,0.15948731507951266,100,Mean_10_Cov_correlated
-10.760263905574865,0.08026260639859517,100,Mean_10_Cov_correlated
-9.953034451080494,0.0052343148249106115,100,Mean_10_Cov_correlated
-9.322504115265007,0.36709450921472164,100,Mean_10_Cov_correlated
-11.094668193590538,0.5043110999212085,0,Mean_10_Cov_correlated
-9.751442847998344,0.09326446146650404,100,Mean_10_Cov_correlated
-10.164200677900146,0.03580783460863127,100,Mean_10_Cov_correlated
-10.391346331607503,0.234904543773442,100,Mean_10_Cov_correlated
-10.484779770466348,0.015071252186385015,100,Mean_10_Cov_correlated
-9.854701527942117,0.2382453819041259,100,Mean_10_Cov_correlated
-10.636436404985249,0.44039619604575264,100,Mean_10_Cov_correlated
-9.671905188436035,0.11956003121086059,100,Mean_10_Cov_correlated
-9.710912153535936,0.0359234262535422,100,Mean_10_Cov_correlated
-9.876102084245948,0.06905079996061812,100,Mean_10_Cov_correlated
-10.854049858047619,0.561768542254634,0,Mean_10_Cov_correlated
-10.400620846013199,0.18819605556246113,100,Mean_10_Cov_correlated
-8.832622581557963,0.42605605287889775,0,Mean_10_Cov_correlated
-9.80710508437011,0.006481836386034444,100,Mean_10_Cov_correlated
-9.904452603455482,0.2518171819390156,100,Mean_10_Cov_correlated
-9.752766086288357,0.08101611473184603,100,Mean_10_Cov_correlated
-10.213739546129942,0.04033510515272084,100,Mean_10_Cov_correlated
-9.837997284758412,0.10095606164269731,100,Mean_10_Cov_correlated
-10.1470556887371,0.017481950348316875,100,Mean_10_Cov_correlated
-10.59504530172779,0.11716300377665007,100,Mean_10_Cov_correlated
-10.454936786646963,0.2811474999520551,100,Mean_10_Cov_correlated
-10.2068262220233,0.02348885210501182,100,Mean_10_Cov_correlated
-9.929130645147064,0.06778851492882693,100,Mean_10_Cov_correlated
-10.396043151811504,0.12566576748055552,100,Mean_10_Cov_correlated
-9.03636656566957,1.2262544523690184,0,Mean_10_Cov_correlated
-10.908189809774,0.11409553145828025,100,Mean_10_Cov_correlated
-10.384561894063724,0.09342466811169142,100,Mean_10_Cov_correlated
-9.823038371121553,0.07317241723480572,100,Mean_10_Cov_correlated
-9.404379579260164,0.6217892320501881,100,Mean_10_Cov_correlated
-9.316653407138872,0.2877141122155314,0,Mean_10_Cov_correlated
-9.786486187542856,0.18138787867764705,100,Mean_10_Cov_correlated
-10.086303827347603,0.05362706719123933,100,Mean_10_Cov_correlated
-9.36705745874017,0.2981884794641016,100,Mean_10_Cov_correlated
-9.666670836492912,0.19099879381066392,100,Mean_10_Cov_correlated
-9.468673270069631,0.028886291609509077,100,Mean_10_Cov_correlated
-10.078180575050878,0.17354961818028983,100,Mean_10_Cov_correlated
-9.823575103646668,0.02823299558738806,100,Mean_10_Cov_correlated
-8.75580026154031,0.2507509426214151,100,Mean_10_Cov_correlated
-9.987990988600327,0.45963362880362363,100,Mean_10_Cov_correlated
-9.747637946303213,0.07679917445240445,100,Mean_10_Cov_correlated
-10.526282357615342,0.043554811054984356,100,Mean_10_Cov_correlated
-9.25721941912882,0.04440191204819711,100,Mean_10_Cov_correlated
-9.746987111327645,0.487179635028847,100,Mean_10_Cov_correlated
-10.059816092876979,0.012460056894320164,100,Mean_10_Cov_correlated
-10.046139363364484,0.20190444698069993,100,Mean_10_Cov_correlated
-8.963381487971684,1.075202994783389,0,Mean_10_Cov_correlated
-9.74422522138302,0.15384836906345528,100,Mean_10_Cov_correlated
-10.060590424963207,0.052791086105545434,100,Mean_10_Cov_correlated
-10.32222749916827,0.4802663023684683,0,Mean_10_Cov_correlated
-9.098250097165685,0.8480575050451196,0,Mean_10_Cov_correlated
-10.515097753447057,0.296519942631685,100,Mean_10_Cov_correlated
-9.833380987220435,0.06867873098646596,100,Mean_10_Cov_correlated
-10.186597761588017,0.08008629066882698,100,Mean_10_Cov_correlated
-9.41590763082383,0.2768954177561557,100,Mean_10_Cov_correlated
-10.16219965178854,0.10654066603822797,100,Mean_10_Cov_correlated
-9.67814467473442,0.1190283076272733,100,Mean_10_Cov_correlated
-10.144458878172534,0.18329669661248824,100,Mean_10_Cov_correlated
-10.477189910574241,0.03536478586842068,100,Mean_10_Cov_correlated
-10.696463997486244,0.09888997961776351,100,Mean_10_Cov_correlated
-9.265304284104975,0.20714774209883985,100,Mean_10_Cov_correlated
-10.280843045490203,0.27939139280273645,100,Mean_10_Cov_correlated
-9.29455801873931,0.37864897395907504,100,Mean_10_Cov_correlated
-8.988305241976215,0.43154724737743416,100,Mean_10_Cov_correlated
-10.34051650895794,0.01697942648437352,100,Mean_10_Cov_correlated
-10.499416643303139,0.3242121825388798,0,Mean_10_Cov_correlated
-10.033762988683838,0.13745595312810363,100,Mean_10_Cov_correlated
-10.238854877512116,0.07861590823152817,100,Mean_10_Cov_correlated
-9.988555780628985,0.033135696935664635,100,Mean_10_Cov_correlated
-9.128771428190214,0.20610293833666135,100,Mean_10_Cov_correlated
-9.873311459239803,0.16085740518064304,100,Mean_10_Cov_correlated
-9.59264664441777,0.5552139247410912,100,Mean_10_Cov_correlated
-9.725365261303066,0.23913904156870777,100,Mean_10_Cov_correlated
-8.846655773820503,0.8902141609629897,100,Mean_10_Cov_correlated
-9.415136036703435,0.12381948232921232,100,Mean_10_Cov_correlated
-10.224376632477858,0.05887429202672578,100,Mean_10_Cov_correlated
-9.487715806262285,0.0994146164078486,100,Mean_10_Cov_correlated
-10.368220644074158,0.15258264904041643,100,Mean_10_Cov_correlated
-9.922697814121792,0.27545957485167455,100,Mean_10_Cov_correlated
-10.47028166565025,0.4838513319030528,0,Mean_10_Cov_correlated
-10.346881223541185,0.07591906966902419,100,Mean_10_Cov_correlated
-9.01414242714536,0.1944681498967591,100,Mean_10_Cov_correlated
-9.70782182499944,0.12529404081315695,100,Mean_10_Cov_correlated
-10.281395279845878,0.02116201888711349,100,Mean_10_Cov_correlated
-9.717937091263257,0.01364712365403305,100,Mean_10_Cov_correlated
-8.808804105507058,0.5355718443613502,100,Mean_10_Cov_correlated
-10.860204567610594,0.07743396995951161,100,Mean_10_Cov_correlated
-9.717408351272327,0.13016158460805446,100,Mean_10_Cov_correlated
-10.507735143699925,0.1337562537050139,100,Mean_10_Cov_correlated
-9.9978881907628,0.027360812301326136,100,Mean_10_Cov_correlated
-10.44306644261577,0.16007301664310672,100,Mean_10_Cov_correlated
-9.941933853289303,0.11716710010030916,100,Mean_10_Cov_correlated
-10.396765431463034,0.012925249274756826,100,Mean_10_Cov_correlated
-10.61137597050139,0.20611976802483353,100,Mean_10_Cov_correlated
-10.486010060077387,0.6348660121227223,0,Mean_10_Cov_correlated
-10.20641670228294,0.19575053583008858,100,Mean_10_Cov_correlated
-10.69957594411149,0.1745012529511433,100,Mean_10_Cov_correlated
-9.178606094968785,0.14685639700460962,100,Mean_10_Cov_correlated
-10.658554579738174,0.029443846942746984,100,Mean_10_Cov_correlated
-9.450363421416927,0.13883019382073175,100,Mean_10_Cov_correlated
-8.694279295707041,0.4406285848403086,100,Mean_10_Cov_correlated
-11.082221874977673,0.5528406804678776,0,Mean_10_Cov_correlated
-9.099484811780837,0.005189139191077537,100,Mean_10_Cov_correlated
-9.704616013403582,0.14702333165149398,100,Mean_10_Cov_correlated
-10.250705643655703,0.13076972272248336,100,Mean_10_Cov_correlated
-9.299500874143028,0.2719470801617082,100,Mean_10_Cov_correlated
-9.845061622610695,0.13395198416981685,100,Mean_10_Cov_correlated
-8.890891245391138,0.33691625376366574,100,Mean_10_Cov_correlated
-9.43457780238815,0.10009464675702165,100,Mean_10_Cov_correlated
-9.973129873631237,0.08438736879227957,100,Mean_10_Cov_correlated
-10.370023628138028,0.019994707153599824,100,Mean_10_Cov_correlated
-9.951351060594588,0.0791434673308313,100,Mean_10_Cov_correlated
-10.354365840462021,0.035413316386483124,100,Mean_10_Cov_correlated
-9.164242258287587,0.3140295116299378,100,Mean_10_Cov_correlated
-10.357093047589384,0.05834596303804308,100,Mean_10_Cov_correlated
-10.315808307793535,0.3453234651189758,100,Mean_10_Cov_correlated
-9.387841859786244,0.17461966322444397,100,Mean_10_Cov_correlated
-10.354644961173944,0.5548806826495235,0,Mean_10_Cov_correlated
-9.838567024015292,0.11082738460117793,100,Mean_10_Cov_correlated
-9.149266766876135,0.21628846065382004,100,Mean_10_Cov_correlated
-10.822713741021674,0.0634598369768346,100,Mean_10_Cov_correlated
-9.694684463707354,0.4578481524081321,100,Mean_10_Cov_correlated
-9.596207964241103,0.08936624391135861,100,Mean_10_Cov_correlated
-11.012479050186334,0.2607653867324319,100,Mean_10_Cov_correlated
-9.925572732843492,0.040081303393160676,100,Mean_10_Cov_correlated
-9.664821527306014,0.011359576866626381,100,Mean_10_Cov_correlated
-9.292608442046614,0.12643356311554213,100,Mean_10_Cov_correlated
-10.109559830779014,0.2143953419643041,100,Mean_10_Cov_correlated
-10.203253896480183,0.407797990549294,100,Mean_10_Cov_correlated
-9.781221687347486,0.41402629922561085,100,Mean_10_Cov_correlated
-10.138079531743033,0.0214945600917849,100,Mean_10_Cov_correlated
-10.697393432975105,0.5005953226393847,0,Mean_10_Cov_correlated
-9.727685742450777,0.0359597408824363,100,Mean_10_Cov_correlated
-10.251195414453905,0.23832573501675472,100,Mean_10_Cov_correlated
-9.403305167000024,0.26247065588805923,100,Mean_10_Cov_correlated
-10.78977060005855,0.1495740669380739,100,Mean_10_Cov_correlated
-10.612615978510147,0.02215108021170059,100,Mean_10_Cov_correlated
-11.020550808521188,0.11739332154111023,100,Mean_10_Cov_correlated
-8.696042854243903,0.5330964431396048,100,Mean_10_Cov_correlated
-10.530871508732776,0.08327953016877429,100,Mean_10_Cov_correlated
-10.134381858014775,0.24492950326468171,100,Mean_10_Cov_correlated
-11.094414308405664,0.3781064452459769,100,Mean_10_Cov_correlated
-9.918602723223863,0.20589995518870546,100,Mean_10_Cov_correlated
-10.468869906834378,0.1789856625907366,100,Mean_10_Cov_correlated
-9.927352091419245,0.13488408252761286,100,Mean_10_Cov_correlated
-10.04016659048812,0.09410512070221386,100,Mean_10_Cov_correlated
-9.72870982408116,0.020965117410697905,100,Mean_10_Cov_correlated
-9.854228847423654,0.347234016170178,100,Mean_10_Cov_correlated
-9.708610598787294,0.08700013712895463,100,Mean_10_Cov_correlated
-9.110268740874623,0.7258470101459239,100,Mean_10_Cov_correlated
-9.63254039985289,0.1343808388517245,100,Mean_10_Cov_correlated
-9.917668722923688,0.2924536287688921,100,Mean_10_Cov_correlated
-8.918872205799522,0.6680914657385106,0,Mean_10_Cov_correlated
-11.043291103960089,0.042432926722173386,100,Mean_10_Cov_correlated
-10.20656535005015,0.06436105904923127,100,Mean_10_Cov_correlated
-9.90922071614415,0.05582855925212453,100,Mean_10_Cov_correlated
-9.731200296216235,0.07691447760682196,100,Mean_10_Cov_correlated
-9.164192644438142,0.21983311718343676,100,Mean_10_Cov_correlated
-10.408601235738278,0.15213147094183305,100,Mean_10_Cov_correlated
-10.208897961890768,0.02872262848500805,100,Mean_10_Cov_correlated
-10.300529265598021,0.16919290583645605,100,Mean_10_Cov_correlated
-9.770631311667497,0.24584364664943092,100,Mean_10_Cov_correlated
-9.895358948880927,0.25116614725328057,100,Mean_10_Cov_correlated
-9.68424822554619,0.12960153042206307,100,Mean_10_Cov_correlated
-10.506433970274575,0.05686503777466025,100,Mean_10_Cov_correlated
-10.45028644996331,0.07760775443975915,100,Mean_10_Cov_correlated
-9.572708401372257,0.45607877636966887,100,Mean_10_Cov_correlated
-9.516999450778911,0.2901620204930521,100,Mean_10_Cov_correlated
-11.057468259385116,0.3202328667170848,100,Mean_10_Cov_correlated
-10.103480391690201,0.5207778265408397,100,Mean_10_Cov_correlated
-9.717111220314495,0.0726518701852388,100,Mean_10_Cov_correlated
-9.972544230818992,0.1331445338143758,100,Mean_10_Cov_correlated
-10.271894195456007,0.22913930526372192,100,Mean_10_Cov_correlated
-9.556620706084747,0.0347497537811019,100,Mean_10_Cov_correlated
-10.161529945483544,0.07416440993185727,100,Mean_10_Cov_correlated
-10.256733452585554,0.050044052507099146,100,Mean_10_Cov_correlated
-9.902204315225774,0.12379062352095642,100,Mean_10_Cov_correlated
-8.664188812338743,0.2355214267225222,100,Mean_10_Cov_correlated
-9.775402482516085,0.0731860070497851,100,Mean_10_Cov_correlated
-10.283797618299575,0.06682269451080038,100,Mean_10_Cov_correlated
-10.40406194442254,0.006578750760841689,100,Mean_10_Cov_correlated
-9.774750999358588,0.11764318874781264,100,Mean_10_Cov_correlated
-9.569590816860952,0.04777431914599501,100,Mean_10_Cov_correlated
-9.084316817305094,0.27962877304769895,100,Mean_10_Cov_correlated
-10.167366634406061,0.17991863161688681,100,Mean_10_Cov_correlated
-10.694584438014243,0.09387965133867111,100,Mean_10_Cov_correlated
-10.174873892095462,0.1066591723188595,100,Mean_10_Cov_correlated
-10.14172184598771,0.1524996912723291,100,Mean_10_Cov_correlated
-10.01509531884308,0.2708079014819988,100,Mean_10_Cov_correlated
-9.438220588915383,0.07799820271430309,100,Mean_10_Cov_correlated
-10.006683839967684,0.29315480441436303,100,Mean_10_Cov_correlated
-10.749740531594444,0.2789618199049111,100,Mean_10_Cov_correlated
-9.900846161721748,0.015838282639913836,100,Mean_10_Cov_correlated
-9.011653227586844,0.1091427714485547,100,Mean_10_Cov_correlated
-9.18159091693963,0.02280790725006407,100,Mean_10_Cov_correlated
-8.87464251391275,0.38692023253699426,100,Mean_10_Cov_correlated
-10.356865622221267,0.05235323494528984,100,Mean_10_Cov_correlated
-9.820322088217393,0.11628732668995426,100,Mean_10_Cov_correlated
-10.328902999319553,0.4058037098050185,0,Mean_10_Cov_correlated
-10.716820534556934,0.6317471980212399,100,Mean_10_Cov_correlated
-9.728267712164511,0.059896580263051065,100,Mean_10_Cov_correlated
-10.165636792718905,0.051321244426893405,100,Mean_10_Cov_correlated
-10.194885068900097,0.10327404387110004,100,Mean_10_Cov_correlated
-9.857596197038104,0.7331084585758334,0,Mean_10_Cov_correlated
-9.062083360456894,0.42365388444994423,0,Mean_10_Cov_correlated
-9.398504836537045,0.24065517870678763,100,Mean_10_Cov_correlated
-8.919159951719086,1.2755626338001052,0,Mean_10_Cov_correlated
-10.800405243108202,0.6630591724218159,0,Mean_10_Cov_correlated
-10.257815632454799,0.3819498978819508,100,Mean_10_Cov_correlated
-10.579949836356565,0.16756282646797216,100,Mean_10_Cov_correlated
-10.35972951296418,0.018576336007216452,100,Mean_10_Cov_correlated
-9.763001984525594,0.16863329112560138,100,Mean_10_Cov_correlated
-9.669405223664082,0.05046708117761086,100,Mean_10_Cov_correlated
-10.01970525550722,0.16392803117492738,100,Mean_10_Cov_correlated
-9.93832030842851,0.07459981613866519,100,Mean_10_Cov_correlated
-9.750020228913407,0.29323297973003837,0,Mean_10_Cov_correlated
-10.675284280706334,0.06752803586490316,100,Mean_10_Cov_correlated
-9.859269791022262,0.2900640442229748,100,Mean_10_Cov_correlated
-9.102417445837691,0.11423361399133364,100,Mean_10_Cov_correlated
-9.40772024482555,0.15552192610118987,100,Mean_10_Cov_correlated
-9.703362308961625,0.18146414648324816,100,Mean_10_Cov_correlated
-9.826531232109216,0.25422731002219967,100,Mean_10_Cov_correlated
-9.928584280273428,0.06629553944397049,100,Mean_10_Cov_correlated
-9.720806635709167,0.1652386620892625,100,Mean_10_Cov_correlated
-9.821429850756733,0.12020191362995325,100,Mean_10_Cov_correlated
-10.021752633242151,0.22472690140002777,100,Mean_10_Cov_correlated
-10.266047186466238,0.11097826746995237,100,Mean_10_Cov_correlated
-9.85567346312336,0.11111570993216902,100,Mean_10_Cov_correlated
-9.752720037191992,0.07159000990472364,100,Mean_10_Cov_correlated
-10.221272240546005,0.067718547806819,100,Mean_10_Cov_correlated
-10.290878117634799,0.0672372300314824,100,Mean_10_Cov_correlated
-10.476486996078783,0.3797148191781346,100,Mean_10_Cov_correlated
-9.911645765470533,0.12627648310782544,100,Mean_10_Cov_correlated
-10.110562561202306,0.005624223540304264,100,Mean_10_Cov_correlated
-9.76060101279888,0.09692225291410571,100,Mean_10_Cov_correlated
-9.710932666479708,0.12898959363114146,100,Mean_10_Cov_correlated
-9.775792224058398,0.15285230249578421,100,Mean_10_Cov_correlated
-10.558291435754747,0.5836942353712173,100,Mean_10_Cov_correlated
-9.487687062561802,0.2338812708342999,100,Mean_10_Cov_correlated
-9.355358984610808,0.18553135215533964,100,Mean_10_Cov_correlated
-9.804128922684729,0.040384317467864646,100,Mean_10_Cov_correlated
-9.568699835157485,0.16663947864413864,100,Mean_10_Cov_correlated
-9.943791833510163,0.20842745555433012,100,Mean_10_Cov_correlated
-9.681567321556637,0.06606465578484129,100,Mean_10_Cov_correlated
-10.32998235741524,0.2432104912434953,100,Mean_10_Cov_correlated
-9.755898622302578,0.09560613631179367,100,Mean_10_Cov_correlated
-10.312750028656883,0.06411919724138329,100,Mean_10_Cov_correlated
-9.870111135400755,0.03363959901221525,100,Mean_10_Cov_correlated
-9.733160667154207,0.12369134087187851,100,Mean_10_Cov_correlated
-9.555755728172988,0.2353468571040501,100,Mean_10_Cov_correlated
-9.808342415722867,0.11541977107747975,100,Mean_10_Cov_correlated
-9.842740023600985,0.004431501189389639,100,Mean_10_Cov_correlated
-9.92909898101686,0.2125846742195745,100,Mean_10_Cov_correlated
-9.883622999036529,0.34712281745036033,100,Mean_10_Cov_correlated
-9.937361533545493,0.03164618292391919,100,Mean_10_Cov_correlated
-10.426780043019098,0.009905016787939586,100,Mean_10_Cov_correlated
-9.782374887441371,0.15543738924561684,100,Mean_10_Cov_correlated
-10.186556800182998,0.17591141920590272,100,Mean_10_Cov_correlated
-9.550767063530605,0.10039418447051435,100,Mean_10_Cov_correlated
-10.770643362990635,0.028832669072095366,100,Mean_10_Cov_correlated
-9.992823244200375,0.036256352968147346,100,Mean_10_Cov_correlated
-9.848509728352083,0.08530366679360409,100,Mean_10_Cov_correlated
-9.71146765868049,0.03116032711410789,100,Mean_10_Cov_correlated
-9.360811282633408,0.18583191009851335,100,Mean_10_Cov_correlated
-9.574436328976985,0.3349002974977278,0,Mean_10_Cov_correlated
-10.435530069122011,0.019160072839359388,100,Mean_10_Cov_correlated
-9.858434382863708,0.02112020699001611,100,Mean_10_Cov_correlated
-9.761700017117981,0.06161238206066909,100,Mean_10_Cov_correlated
-9.8998649609646,0.0570086788692245,100,Mean_10_Cov_correlated
-9.606859814840803,0.023001356549202604,100,Mean_10_Cov_correlated
-10.344494537568886,0.034093100721248985,100,Mean_10_Cov_correlated
-9.872833329364509,0.0013840381852100697,100,Mean_10_Cov_correlated
-9.874872233861515,0.0063651861815744865,100,Mean_10_Cov_correlated
-9.942089958938682,0.05176763257307182,100,Mean_10_Cov_correlated
-9.560447973449628,0.10267917694723808,100,Mean_10_Cov_correlated
-10.371870785216853,0.38085542073709383,100,Mean_10_Cov_correlated
-10.309609941843714,0.0228622955231193,100,Mean_10_Cov_correlated
-9.173892118249148,0.06184079359999012,100,Mean_10_Cov_correlated
-10.174039824833022,0.14587620852702982,100,Mean_10_Cov_correlated
-9.996805662037076,0.0784836993799358,100,Mean_10_Cov_correlated
-10.73105888273765,0.2141707561445167,100,Mean_10_Cov_correlated
-9.59110971636554,0.022024202143262495,100,Mean_10_Cov_correlated
-10.929825014260986,0.22833993316620538,100,Mean_10_Cov_correlated
-9.44719764177167,0.4800476187963918,0,Mean_10_Cov_correlated
-10.51917531970963,0.11052486676481617,100,Mean_10_Cov_correlated
-8.695669880421034,1.2807577667953431,100,Mean_10_Cov_correlated
-10.242254162850756,0.2793385565632086,100,Mean_10_Cov_correlated
-8.333092836951895,0.6852123393212325,0,Mean_10_Cov_correlated
-9.580707964157927,0.27675154909473215,100,Mean_10_Cov_correlated
-10.1129451237092,0.20121142630462513,100,Mean_10_Cov_correlated
-10.3975791173446,0.0982087084734552,100,Mean_10_Cov_correlated
-10.807774313849851,0.20592229999059272,100,Mean_10_Cov_correlated
-10.05401927480714,0.053479425331808335,100,Mean_10_Cov_correlated
-8.960050953515777,0.7752076646753162,0,Mean_10_Cov_correlated
-10.444017723950646,0.081810693485039,100,Mean_10_Cov_correlated
-10.772421620531073,0.11052423638208393,100,Mean_10_Cov_correlated
-10.335161393397447,0.002922021810059983,100,Mean_10_Cov_correlated
-9.858812235518196,0.022642684455458147,100,Mean_10_Cov_correlated
-10.171059500338488,0.07457143776090698,100,Mean_10_Cov_correlated
-10.509861366257407,0.04855129911142981,100,Mean_10_Cov_correlated
-10.121351275259935,0.05541339837932916,100,Mean_10_Cov_correlated
-8.839378790435923,0.9891964015257728,100,Mean_10_Cov_correlated
-10.526432577251597,0.05844413091511342,100,Mean_10_Cov_correlated
-10.315659790882203,0.23480995239462793,100,Mean_10_Cov_correlated
-10.297146404833878,0.013355422333918662,100,Mean_10_Cov_correlated
-9.96130332196524,0.10925465746758786,100,Mean_10_Cov_correlated
-10.140174943729358,0.06425941291200277,100,Mean_10_Cov_correlated
-10.557519971770176,0.11845864845205904,100,Mean_10_Cov_correlated
-9.783166859352455,0.06095818770422008,100,Mean_10_Cov_correlated
-10.002811140039437,0.012769994174086082,100,Mean_10_Cov_correlated
-10.920078834266782,0.03957837217976938,100,Mean_10_Cov_correlated
-10.085037344006961,0.02547299581396014,100,Mean_10_Cov_correlated
-10.427140284435179,0.0455243787943266,100,Mean_10_Cov_correlated
-10.638480698380642,0.3663613070766779,100,Mean_10_Cov_correlated
-9.752505751057685,0.18121238697531342,100,Mean_10_Cov_correlated
-9.162570828650153,0.1982959546594174,0,Mean_10_Cov_correlated
-9.786110457030697,0.15355024587004878,100,Mean_10_Cov_correlated
-9.748176250418451,0.1354486959744323,100,Mean_10_Cov_correlated
-10.386201874673006,0.2856917924468937,100,Mean_10_Cov_correlated
-9.792695923125251,0.104577773624986,100,Mean_10_Cov_correlated
-10.234100395344871,0.06452684456969401,100,Mean_10_Cov_correlated
-9.804569690854262,0.5217914966430207,0,Mean_10_Cov_correlated
-10.158197838399895,0.21766405518807058,100,Mean_10_Cov_correlated
-9.840701061958061,0.3018884945462925,100,Mean_10_Cov_correlated
-9.794283394568545,0.08216210501953161,100,Mean_10_Cov_correlated
-11.198818478171221,0.27767414827991543,100,Mean_10_Cov_correlated
-9.455207627653659,0.21078465905168411,100,Mean_10_Cov_correlated
-9.306110765755948,0.07228549657452836,100,Mean_10_Cov_correlated
-9.962915789541109,0.10009298572359022,100,Mean_10_Cov_correlated
-9.595396256047364,0.27520018754991193,100,Mean_10_Cov_correlated
-10.093829872881974,0.08822238870544294,100,Mean_10_Cov_correlated
-9.896874682314335,0.0979560740779094,100,Mean_10_Cov_correlated
-10.755290661193916,0.2336874125923867,100,Mean_10_Cov_correlated
-8.800551730123189,0.7492742359687395,0,Mean_10_Cov_correlated
-10.486843532255943,0.6305400519157741,0,Mean_10_Cov_correlated
-10.803184549521204,0.16373943903599114,100,Mean_10_Cov_correlated
-9.82202613458127,0.10018932478674253,100,Mean_10_Cov_correlated
-9.612526223972369,0.030540331790820784,100,Mean_10_Cov_correlated
-9.687132077132715,0.2485063407716982,100,Mean_10_Cov_correlated
-9.859862243888527,0.07036409808029548,100,Mean_10_Cov_correlated
-9.474643037369255,0.2105511528825327,100,Mean_10_Cov_correlated
-9.407385813092988,0.2967605401624435,100,Mean_10_Cov_correlated
-10.417698033906637,0.3808200128809286,100,Mean_10_Cov_correlated
-10.03596314265164,0.15882696800606583,100,Mean_10_Cov_correlated
-10.478670626719344,0.14049962229682175,100,Mean_10_Cov_correlated
-10.535678123755904,0.14535749414267418,100,Mean_10_Cov_correlated
-10.311123861493241,0.20461677913098952,100,Mean_10_Cov_correlated
-9.989852763161409,0.3751935481764622,100,Mean_10_Cov_correlated
-10.535618356733162,0.02432464696827623,100,Mean_10_Cov_correlated
-10.291833282552101,0.25905602767524033,100,Mean_10_Cov_correlated
-10.161347022357416,0.01347729448040491,100,Mean_10_Cov_correlated
-9.680869978331637,0.2787867622577357,100,Mean_10_Cov_correlated
-10.05578172521365,0.046936712567835596,100,Mean_10_Cov_correlated
-10.00322733682922,0.07720669479929186,100,Mean_10_Cov_correlated
-9.460580997221479,0.26398094455926174,100,Mean_10_Cov_correlated
-10.394375531523272,0.19837921116640148,100,Mean_10_Cov_correlated
-9.581066738594266,0.06776267941398666,100,Mean_10_Cov_correlated
-10.051065863633497,0.13679510866188208,100,Mean_10_Cov_correlated
-9.13484713013733,0.39845762650380107,0,Mean_10_Cov_correlated
-9.83239866603998,0.03909657100292659,100,Mean_10_Cov_correlated
-9.448828991584726,0.3307105126549047,100,Mean_10_Cov_correlated
-10.560649962090203,0.03425347837412424,100,Mean_10_Cov_correlated
-10.093287702507636,0.1462453608989237,100,Mean_10_Cov_correlated
-9.482762177543117,0.11301971339806151,100,Mean_10_Cov_correlated
-9.318519054730691,0.14858931547620924,100,Mean_10_Cov_correlated
-10.095437374290979,0.216013833684438,100,Mean_10_Cov_correlated
-10.535093099397157,0.028679240674374176,100,Mean_10_Cov_correlated
-9.916412976673971,0.07680868912937151,100,Mean_10_Cov_correlated
